row_id,id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,row_num
31535,540260,54,"West Virginia",WV,"Barbour County","Salt Rock","Philippi city",Track,Track,25559,304,144283610,991524,38.3154814,-82.2504657,1
31536,540270,54,"West Virginia",WV,"Barbour County","West Union","Philippi city",Track,Track,25456,304,543668706,1063577,39.2690673,-80.659054,1
31537,540280,54,"West Virginia",WV,"Barbour County","Gauley Bridge","Philippi city",Track,Track,25085,304,108800191,2738220,38.1876852,-81.2454706,1
31538,540290,54,"West Virginia",WV,"Barbour County",Richwood,"Philippi city",Track,Track,26261,304,806690184,2366724,38.0813066,-80.5018773,1
31779,550218,55,Wisconsin,WI,"Adams County",Almena,"Adams city",Track,Track,54805,715,254659848,8467623,45.4465419,-92.026963,1
31780,550228,55,Wisconsin,WI,"Adams County",Washburn,"Adams city",Track,Track,54891,715,347268535,72696941,46.6768417,-91.0002896,1
31781,550238,55,Wisconsin,WI,"Adams County","Green Bay","Adams city",Track,Track,54303,920,1166417,0,44.519987,-88.0334066,1
31782,550248,55,Wisconsin,WI,"Adams County","Green Bay","Adams city",Track,Track,54302,920,3660553,33519,44.4885958,-87.9835008,1
31783,550258,55,Wisconsin,WI,"Adams County","De Pere","Adams city",Track,Track,54115,920,6483176,0,44.4339979,-88.0928722,1
31784,550268,55,Wisconsin,WI,"Adams County","Green Bay","Adams city",Track,Track,54311,920,17516348,0,44.4586793,-87.9212184,1
31785,550278,55,Wisconsin,WI,"Adams County","Green Bay","Adams city",Track,Track,54313,920,4447467,0,44.4737242,-88.0909943,1
31786,550288,55,Wisconsin,WI,"Adams County",Alma,"Adams city",Track,Track,54610,608,334778853,42245845,44.4660999,-91.9663739,1
31787,550298,55,Wisconsin,WI,"Adams County",Hilbert,"Adams city",Track,Track,54129,920,251211053,2149941,44.1023958,-88.1283976,1
32456,560244,56,Wyoming,WY,"Albany County",Torrington,"Laramie city",Track,Track,82240,307,87949841,927985,42.0401606,-104.0893488,1
32457,560254,56,Wyoming,WY,"Albany County",Cheyenne,"Laramie city",Track,Track,82001,307,6107919,0,41.1369415,-104.7519569,1
32458,560264,56,Wyoming,WY,"Albany County",Cheyenne,"Laramie city",Track,Track,82009,307,12662719,0,41.1811979,-104.7878487,1
32459,560274,56,Wyoming,WY,"Albany County",Diamondville,"Laramie city",Track,Track,83116,307,120154805,12706,41.8198428,-110.556212,1
32460,560284,56,Wyoming,WY,"Albany County",Casper,"Laramie city",Track,Track,82604,307,3812291,0,42.8162977,-106.338823,1
32461,560294,56,Wyoming,WY,"Albany County",Powell,"Laramie city",Track,Track,82435,307,1729017461,3330295,44.747875,-108.7873203,1
1599,602109,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94606,510,706611,0,37.7408161,-122.1621741,1
1600,602119,6,California,CA,"Alameda County",Berkeley,"Alameda city",Track,Track,94707,510,1106644,0,37.8911093,-122.2813663,1
1601,602129,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94606,510,560047,0,37.8740722,-122.2779152,1
1602,602139,6,California,CA,"Alameda County",Berkeley,"Alameda city",Track,Track,94703,510,726625,0,37.8573281,-122.2842016,1
1603,602149,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94606,510,327217,0,37.8504771,-122.2815375,1
1604,602159,6,California,CA,"Alameda County",Alameda,"Alameda city",Track,Track,94501,510,582861,0,37.7778323,-122.2835979,1
1605,602169,6,California,CA,"Alameda County",Alameda,"Alameda city",Track,Track,94501,510,624197,383522,37.7601324,-122.2593887,1
1606,602179,6,California,CA,"Alameda County","Castro Valley","Alameda city",Track,Track,94546,510,1322635,0,37.7060949,-122.0822257,1
1607,602189,6,California,CA,"Alameda County","San Leandro","Alameda city",Track,Track,94579,510,1362361,0,37.7167162,-122.1661481,1
1608,602199,6,California,CA,"Alameda County","San Leandro","Alameda city",Track,Track,94579,510,2455576,0,37.6985801,-122.1574574,1
1609,602209,6,California,CA,"Alameda County",Hayward,"Alameda city",Track,Track,94544,510,7240876,0,37.6385141,-122.038842,1
1610,602219,6,California,CA,"Alameda County","San Lorenzo","Alameda city",Track,Track,94580,510,1315446,0,37.6691777,-122.1375217,1
1611,602229,6,California,CA,"Alameda County",Hayward,"Alameda city",Track,Track,94540,510,1025366,0,37.6535732,-122.0944503,1
1612,602239,6,California,CA,"Alameda County",Hayward,"Alameda city",Track,Track,94540,510,484105,0,37.6348665,-122.0697491,1
1613,602249,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94612,510,1723690,0,37.6184511,-122.082604,1
1614,602259,6,California,CA,"Alameda County","Union City","Alameda city",Track,Track,94587,510,2276490,0,37.582671,-122.0858114,1
1615,602269,6,California,CA,"Alameda County",Fremont,"Alameda city",Track,Track,94555,510,1634514,0,37.5823793,-122.039873,1
1616,602279,6,California,CA,"Alameda County",Fremont,"Alameda city",Track,Track,94536,510,2038968,0,37.559196,-121.9915757,1
1617,602289,6,California,CA,"Alameda County",Fremont,"Alameda city",Track,Track,94538,510,1429049,0,37.5278226,-121.9615164,1
1618,602299,6,California,CA,"Alameda County",Fremont,"Alameda city",Track,Track,94538,510,1580323,0,37.5168344,-121.9605916,1
1619,602309,6,California,CA,"Alameda County",Newark,"Alameda city",Track,Track,94560,510,2069720,0,37.5425433,-122.045728,1
1620,602319,6,California,CA,"Alameda County",Dublin,"Alameda city",Track,Track,94568,925,3071986,0,37.7108737,-121.9177937,1
1621,602329,6,California,CA,"Alameda County",Pleasanton,"Alameda city",Track,Track,94566,925,4826716,0,37.657232,-121.8874736,1
1622,602339,6,California,CA,"Alameda County",Livermore,"Alameda city",Track,Track,94551,925,17422343,0,37.7409198,-121.823992,1
1623,602349,6,California,CA,"Alameda County",Livermore,"Alameda city",Track,Track,94550,925,2674110,0,37.6849518,-121.7489971,1
1624,602359,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94607,510,1269350,269265,37.79616,-122.2935358,1
1625,602369,6,California,CA,"Alameda County",Jackson,"Alameda city",Track,Track,95642,209,42398486,19726,38.401482,-120.746055,1
1626,602379,6,California,CA,"Alameda County",Chico,"Alameda city",Track,Track,95926,530,6244233,0,39.7558816,-121.8785043,1
1627,602389,6,California,CA,"Alameda County",Chico,"Alameda city",Track,Track,95928,530,4363875,81917,39.7457516,-121.7956007,1
1628,602399,6,California,CA,"Alameda County",Magalia,"Alameda city",Track,Track,95954,530,325482537,3681154,39.960108,-121.5013525,1
1629,602409,6,California,CA,"Alameda County",Oroville,"Alameda city",Track,Track,95966,530,18244928,7521121,39.5272273,-121.4667585,1
1630,602419,6,California,CA,"Alameda County",Gridley,"Alameda city",Track,Track,95948,530,29807297,0,39.3792483,-121.7370059,1
1631,602429,6,California,CA,"Alameda County","Rail Road Flat","Alameda city",Track,Track,95248,209,463875178,840311,38.3647246,-120.449,1
1632,602439,6,California,CA,"Alameda County",Oakley,"Alameda city",Track,Track,94561,925,3569410,0,37.9993161,-121.732928,1
1633,602449,6,California,CA,"Alameda County",Brentwood,"Alameda city",Track,Track,94513,925,6209732,0,37.9470401,-121.7319199,1
1634,602459,6,California,CA,"Alameda County",Antioch,"Alameda city",Track,Track,94509,925,1792594,0,38.0053331,-121.7994409,1
1635,602469,6,California,CA,"Alameda County",Pittsburg,"Alameda city",Track,Track,94565,925,9904787,8915279,38.0392742,-121.8641513,1
1636,602479,6,California,CA,"Alameda County",Pittsburg,"Alameda city",Track,Track,94565,925,1728163,0,38.0139221,-121.8993609,1
1637,602489,6,California,CA,"Alameda County",Martinez,"Alameda city",Track,Track,94553,925,15421645,1482175,38.0218058,-122.0963072,1
1638,602499,6,California,CA,"Alameda County","Pleasant Hill","Alameda city",Track,Track,94523,925,2008436,0,37.9514803,-122.0605997,1
1639,602509,6,California,CA,"Alameda County",Concord,"Alameda city",Track,Track,94521,925,1955676,0,37.9598407,-121.9580852,1
1640,602519,6,California,CA,"Alameda County",Concord,"Alameda city",Track,Track,94520,925,687658,0,37.9550364,-122.0446085,1
1641,602529,6,California,CA,"Alameda County","Walnut Creek","Alameda city",Track,Track,94598,925,6750243,0,37.9067555,-122.0145836,1
1642,602539,6,California,CA,"Alameda County","San Ramon","Alameda city",Track,Track,94583,925,1766192,0,37.7449859,-121.9480394,1
1643,602549,6,California,CA,"Alameda County","San Ramon","Alameda city",Track,Track,94583,925,7313345,0,37.7679943,-121.9820003,1
1644,602559,6,California,CA,"Alameda County",Lafayette,"Alameda city",Track,Track,94549,925,3586907,0,37.8896913,-122.1040703,1
1645,602569,6,California,CA,"Alameda County",Orinda,"Alameda city",Track,Track,94563,925,13725520,0,37.8566708,-122.1812338,1
1646,602579,6,California,CA,"Alameda County",Danville,"Alameda city",Track,Track,94506,925,5339429,0,37.8065479,-121.9040691,1
1647,602589,6,California,CA,"Alameda County",Crockett,"Alameda city",Track,Track,94525,510,15835711,0,38.0244713,-122.2276055,1
1648,602599,6,California,CA,"Alameda County",Hercules,"Alameda city",Track,Track,94547,510,3417079,0,37.9995137,-122.265433,1
1649,602609,6,California,CA,"Alameda County","San Pablo","Alameda city",Track,Track,94806,510,1017166,0,37.9761393,-122.345945,1
1650,602619,6,California,CA,"Alameda County",Richmond,"Alameda city",Track,Track,94804,510,1555877,0,37.9485162,-122.3399466,1
1651,602629,6,California,CA,"Alameda County",Richmond,"Alameda city",Track,Track,94804,510,1917613,0,37.9159921,-122.3229961,1
1652,602639,6,California,CA,"Alameda County","El Cerrito","Alameda city",Track,Track,94530,510,1008380,0,37.9139391,-122.2934783,1
1653,602649,6,California,CA,"Alameda County","Crescent City","Alameda city",Track,Track,95331,707,34598947,45326746,41.7804545,-124.2396505,1
1654,602659,6,California,CA,"Alameda County","South Lake Tahoe","Alameda city",Track,Track,96150,530,17251475,36532,38.8832961,-120.0306547,1
1655,602669,6,California,CA,"Alameda County","El Dorado Hills","Alameda city",Track,Track,95762,916,7898800,0,38.6825337,-121.0617486,1
1656,602679,6,California,CA,"Alameda County",Placerville,"Alameda city",Track,Track,95667,530,26947250,0,38.7517856,-120.8454169,1
1657,602689,6,California,CA,"Alameda County","Shingle Springs","Alameda city",Track,Track,95682,530,99356819,24031,38.5856314,-120.8677386,1
1658,602699,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93706,559,1887564,0,36.726462,-119.8010347,1
1659,602709,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93706,559,3751352,0,36.7096962,-119.7816972,1
1660,602719,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93727,559,2509841,0,36.7433669,-119.6911739,1
1661,602729,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93728,559,1826004,0,36.7590503,-119.8157426,1
1662,602739,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93702,559,2640823,0,36.7577975,-119.7453753,1
1663,602749,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93727,559,10042420,0,36.7809252,-119.7157537,1
1664,602759,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93723,559,26665736,0,36.7715437,-119.9090389,1
1665,602769,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93723,559,78053115,0,36.7959636,-119.9948941,1
1666,602779,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93722,559,3415541,118929,36.8432113,-119.9118458,1
1667,602789,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93710,559,2583355,0,36.8301689,-119.7903034,1
1668,602799,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93704,559,1707572,0,36.7867587,-119.7964425,1
1669,602809,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93726,559,1574373,0,36.7977982,-119.7429688,1
1670,602819,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93720,559,2578418,0,36.8739461,-119.7387266,1
1671,602829,6,California,CA,"Alameda County",Fresno,"Alameda city",Track,Track,93730,559,4242705,0,36.8842624,-119.7573888,1
1672,602839,6,California,CA,"Alameda County",Clovis,"Alameda city",Track,Track,93612,559,1489402,0,36.8119213,-119.7194921,1
1673,602849,6,California,CA,"Alameda County",Clovis,"Alameda city",Track,Track,93611,559,80474991,750186,36.7864934,-119.5874178,1
1674,602859,6,California,CA,"Alameda County",Reedley,"Alameda city",Track,Track,93654,559,160372915,837457,36.663503,-119.4358266,1
1675,602869,6,California,CA,"Alameda County",Reedley,"Alameda city",Track,Track,93654,559,5705909,326522,36.5869962,-119.4549129,1
1676,602879,6,California,CA,"Alameda County",Laton,"Alameda city",Track,Track,93242,559,130134942,0,36.4550587,-119.7117335,1
